Date,Maximum Temperature (degF),Precipitation (in),Mean Temperature (degF),Minimum Temperature (degF),Snowfall (in),Snow Depth (in)
11/20/2015,35,0.39,26,17,4.8,11
11/21/2015,34,0.21,27.5,21,2.8,12
11/22/2015,26,0.02,21,16,0.1,12
11/23/2015,39,0.05,28,17,,10
11/24/2015,45,0.01,42,39,0,5
11/25/2015,45,0.19,39.5,34,0,2
11/26/2015,37,0.29,34,31,0,1
11/27/2015,44,0.01,38.5,33,0,
11/28/2015,40,0,35.5,31,0,
11/29/2015,33,0,28.5,24,0,
11/30/2015,27,0,25,23,0,
12/1/2015,26,,22,18,,
12/2/2015,24,0.03,19.5,15,0.5,
12/3/2015,25,0.02,19,13,0.5,
12/4/2015,27,0.01,24,21,0.2,1
12/5/2015,23,0,18.5,14,0,1
12/6/2015,17,0,10.5,4,0,1
12/7/2015,15,,10,5,,1
12/8/2015,20,0,16,12,0,1
12/9/2015,24,0,18.5,13,0,1
12/10/2015,24,0,20.5,17,0,1
12/11/2015,23,0,18,13,0,1
12/12/2015,26,0.03,21,16,0.6,2
12/13/2015,23,,19.5,16,,2
12/14/2015,26,0.02,23,20,0.4,2
12/15/2015,33,0.04,28.5,24,0.3,2
12/16/2015,32,0,26,20,0,2
12/17/2015,32,0,26.5,21,0,2
12/18/2015,27,0,23.5,20,0,2
12/19/2015,29,0,25.5,22,0,2
12/20/2015,28,0,21,14,0,2
12/21/2015,22,,15,8,,2
12/22/2015,16,,11,6,,2
12/23/2015,14,,10,6,,2
12/24/2015,13,,9.5,6,,2
12/25/2015,24,0,17.5,11,0,2
12/26/2015,27,0,22.5,18,0,2
12/27/2015,26,0,21.5,17,0,2
12/28/2015,42,0.01,34,26,,1
12/29/2015,46,,39.5,33,0,0
12/30/2015,45,0.02,38.5,32,0,0
12/31/2015,38,0.05,35,32,0.1,
1/1/2016,37,,32.5,28,0,
1/2/2016,40,0.01,36.5,33,0,0
1/3/2016,39,0,33.5,28,0,0
1/4/2016,34,,31.5,29,,0
1/5/2016,41,0,32.5,24,0,0
1/6/2016,28,0,23.5,19,0,0
1/7/2016,24,0,20,16,0,0
1/8/2016,27,0,21.5,16,0,0
1/9/2016,40,,32,24,,0
1/10/2016,38,,32.5,27,,0
1/11/2016,36,0,31.5,27,0,0
1/12/2016,29,0.05,27.5,26,1.2,0
1/13/2016,29,0.1,27,25,2.2,2
1/14/2016,27,,21.5,16,0.1,4
1/15/2016,22,0,16,10,0,3
1/16/2016,25,0,19.5,14,0,3
1/17/2016,29,0,24,19,0,2
1/18/2016,29,0,22,15,0,2
1/19/2016,29,0,24.5,20,0,2
1/20/2016,26,0,21.5,17,0,2
1/21/2016,27,0,22,17,0,2
1/22/2016,26,0,22.5,19,0,2
1/23/2016,27,,23.5,20,,2
1/24/2016,33,0,29,25,0,2
1/25/2016,36,0,31,26,0,2
1/26/2016,32,0,28,24,0,2
1/27/2016,41,,33,25,0,2
1/28/2016,39,0.12,34,29,,1
1/29/2016,39,0,34,29,0,1
1/30/2016,33,0,28,23,0,1
1/31/2016,27,0,23,19,0,1
2/1/2016,23,0,18.5,14,0,1
2/2/2016,26,0,20,14,0,1
2/3/2016,31,0,26,21,0,1
2/4/2016,40,0,33.5,27,0,1
2/5/2016,37,0.08,31,25,,1
2/6/2016,32,,27.5,23,,1
2/7/2016,30,0,25.5,21,0,1
2/8/2016,34,0,30,26,0,1
2/9/2016,32,0,27.5,23,0,1
2/10/2016,34,0,26,18,0,1
2/11/2016,36,,31,26,,1
2/12/2016,37,,32,27,0,1
2/13/2016,42,0.01,35.5,29,0,1
2/14/2016,36,,32.5,29,0,1
2/15/2016,39,0,31,23,0,1
2/16/2016,33,0,26,19,0,1
2/17/2016,28,0,22,16,0,1
2/18/2016,27,0,21.5,16,0,1
2/19/2016,24,0,19,14,0,1
2/20/2016,30,,25,20,,1
2/21/2016,43,0.23,36,29,1.8,2
2/22/2016,42,0,37,32,0,1
2/23/2016,37,,33,29,,1
2/24/2016,44,,37.5,31,,1
2/25/2016,46,,39,32,0,
2/26/2016,42,0,37,32,0,
2/27/2016,42,,36,30,,0
2/28/2016,44,,37,30,0,
2/29/2016,40,0,34.5,29,0,0
3/1/2016,41,0,32.5,24,0,0
3/2/2016,40,0,31.5,23,0,0
3/3/2016,36,0,27,18,0,0
3/4/2016,28,0.04,24.5,21,1.7,0
3/5/2016,34,0,29.5,25,0,2
3/6/2016,40,0,33,26,0,
3/7/2016,35,0,31,27,0,
3/8/2016,41,,34,27,,
3/9/2016,42,0,33,24,0,
3/10/2016,40,0,31,22,0,
3/11/2016,41,0,34.5,28,0,0
3/12/2016,46,0,36.5,27,0,0
3/13/2016,44,0,33,22,0,0
3/14/2016,39,0,30,21,0,0
3/15/2016,41,0.26,35,29,2.6,0
3/16/2016,36,,30.5,25,,3
3/17/2016,32,,26.5,21,,2
3/18/2016,34,0,26.5,19,0,1
3/19/2016,24,0.35,20,16,6.4,1
3/20/2016,37,,27,17,,7
3/21/2016,45,0,38.5,32,0,5
3/22/2016,49,0,40,31,0,2
3/23/2016,50,0,40,30,0,
3/24/2016,51,0,42,33,0,0
3/25/2016,44,0.16,39.5,35,0,0
3/26/2016,41,0,34.5,28,0,0
3/27/2016,42,,35.5,29,0,0
3/28/2016,40,0.23,36.5,33,0,0
3/29/2016,44,0.09,38.5,33,0,0
3/30/2016,50,0.1,43,36,0,0
3/31/2016,53,0,42.5,32,0,0
4/1/2016,51,,46,41,0,0
4/2/2016,46,,40,34,0,0
4/3/2016,48,0,39,30,0,0
4/4/2016,46,0,37.5,29,0,0
4/5/2016,50,,41.5,33,0,0
4/6/2016,49,,43.5,38,0,0
4/7/2016,53,0,42,31,0,0
4/8/2016,51,0,40,29,0,0
4/9/2016,46,,41.5,37,0,0
4/10/2016,51,0,43.5,36,0,0
4/11/2016,50,0,41,32,0,0
4/12/2016,55,0,42.5,30,0,0
4/13/2016,53,,46,39,0,0
4/14/2016,54,0,43.5,33,0,0
4/15/2016,50,0,42.5,35,0,0
4/16/2016,52,0.02,44,36,0,0
4/17/2016,53,0,41.5,30,0,0
4/18/2016,53,0,44,35,0,0
4/19/2016,50,0,44,38,0,0
4/20/2016,54,,44.5,35,0,0
4/21/2016,58,0,44,30,0,0
4/22/2016,56,,49,42,0,0
4/23/2016,55,0,46,37,0,0
4/24/2016,58,,50.5,43,0,0
4/25/2016,50,0,45.5,41,0,0
4/26/2016,52,,44.5,37,0,0
4/27/2016,52,0,44.5,37,0,0
4/28/2016,48,0,41.5,35,0,0
4/29/2016,49,0,45,41,0,0
4/30/2016,53,0,45,37,0,0
5/1/2016,49,,44,39,0,0
5/2/2016,53,,43.5,34,0,0
5/3/2016,51,0,46.5,42,0,0
5/4/2016,53,0,46.5,40,0,0
5/5/2016,48,,41,34,0,0
5/6/2016,58,,50,42,0,0
5/7/2016,54,0,47,40,0,0
5/8/2016,50,0.08,44,38,0,0
5/9/2016,52,0.09,47,42,0,0
5/10/2016,59,,48.5,38,0,0
5/11/2016,59,0.01,52.5,46,0,0
5/12/2016,65,0,55.5,46,0,0
5/13/2016,71,0,56.5,42,0,0
5/14/2016,71,0,60.5,50,0,0
5/15/2016,72,0,61.5,51,0,0
5/16/2016,64,,54.5,45,0,0
5/17/2016,58,,53.5,49,0,0
5/18/2016,54,,51,48,0,0
5/19/2016,61,0,51.5,42,0,0
5/20/2016,58,0.06,52.5,47,0,0
5/21/2016,51,0.04,47.5,44,0,0
5/22/2016,55,0.01,49,43,0,0
5/23/2016,58,0.01,51.5,45,0,0
5/24/2016,62,0,53.5,45,0,0
5/25/2016,64,0,54,44,0,0
5/26/2016,69,0,57,45,0,0
5/27/2016,72,0,61,50,0,0
5/28/2016,69,0,59,49,0,0
5/29/2016,69,,59,49,0,0
5/30/2016,65,0.03,58,51,0,0
5/31/2016,63,0,54,45,0,0
6/1/2016,66,0,57.5,49,0,0
6/2/2016,66,0,59,52,0,0
6/3/2016,62,,56.5,51,0,0
6/4/2016,63,,54.5,46,0,0
6/5/2016,62,0,56.5,51,0,0
6/6/2016,53,1.03,49.5,46,0,0
6/7/2016,66,0,54,42,0,0
6/8/2016,67,0,57.5,48,0,0
6/9/2016,68,0,58.5,49,0,0
6/10/2016,61,,54,47,0,0
6/11/2016,62,0.07,56.5,51,0,0
6/12/2016,62,,55,48,0,0
6/13/2016,69,,59.5,50,0,0
6/14/2016,74,0,63,52,0,0
6/15/2016,73,0,64,55,0,0
6/16/2016,83,0,67.5,52,0,0
6/17/2016,70,0,60,50,0,0
6/18/2016,67,,60.5,54,0,0
6/19/2016,60,0.09,57,54,0,0
6/20/2016,64,0.03,58.5,53,0,0
6/21/2016,71,0,61,51,0,0
6/22/2016,76,0,63,50,0,0
6/23/2016,66,0.01,60.5,55,0,0
6/24/2016,64,0.16,60,56,0,0
6/25/2016,67,0,61,55,0,0
6/26/2016,67,0.26,60.5,54,0,0
6/27/2016,66,0,60,54,0,0
6/28/2016,70,,63,56,0,0
6/29/2016,71,0.03,64,57,0,0
6/30/2016,69,0.03,60.5,52,0,0
7/1/2016,60,0.28,57,54,0,0
7/2/2016,66,,60,54,0,0
7/3/2016,63,0.07,60,57,0,0
7/4/2016,68,0.05,62.5,57,0,0
7/5/2016,61,0.17,58.5,56,0,0
7/6/2016,61,0.1,58,55,0,0
7/7/2016,69,0.02,61.5,54,0,0
7/8/2016,74,0,62.5,51,0,0
7/9/2016,74,0,65,56,0,0
7/10/2016,71,0,64.5,58,0,0
7/11/2016,69,,63,57,0,0
7/12/2016,77,0,64.5,52,0,0
7/13/2016,71,0,63,55,0,0
7/14/2016,74,0,64.5,55,0,0
7/15/2016,68,0,62.5,57,0,0
7/16/2016,72,0,64.5,57,0,0
7/17/2016,76,0,65.5,55,0,0
7/18/2016,79,0,68.5,58,0,0
7/19/2016,79,0,70.5,62,0,0
7/20/2016,76,0,67,58,0,0
7/21/2016,69,0.15,64.5,60,0,0
7/22/2016,64,0.4,61,58,0,0
7/23/2016,71,,64,57,0,0
7/24/2016,63,0.81,59.5,56,0,0
7/25/2016,63,0.19,59.5,56,0,0
7/26/2016,65,0.09,60,55,0,0
7/27/2016,67,0.12,61,55,0,0
7/28/2016,72,0.03,64.5,57,0,0
7/29/2016,68,0,64,60,0,0
7/30/2016,66,0,63,60,0,0
7/31/2016,66,0,59.5,53,0,0
8/1/2016,65,0.03,59,53,0,0
8/2/2016,71,0.18,63.5,56,0,0
8/3/2016,70,0,61.5,53,0,0
8/4/2016,62,0.76,59.5,57,0,0
8/5/2016,66,0.1,61.5,57,0,0
8/6/2016,68,0.12,62.5,57,0,0
8/7/2016,62,0.69,59,56,0,0
8/8/2016,65,1.06,61,57,0,0
8/9/2016,68,0,62.5,57,0,0
8/10/2016,67,,61,55,0,0
8/11/2016,61,0.25,57.5,54,0,0
8/12/2016,62,0.17,58,54,0,0
8/13/2016,63,0.3,58.5,54,0,0
8/14/2016,64,,59.5,55,0,0
8/15/2016,67,,60,53,0,0
8/16/2016,70,0,62,54,0,0
8/17/2016,65,0.07,59.5,54,0,0
8/18/2016,69,0.03,62,55,0,0
8/19/2016,63,0.06,58.5,54,0,0
8/20/2016,66,0.02,60,54,0,0
8/21/2016,62,0.01,58.5,55,0,0
8/22/2016,60,1.02,57,54,0,0
8/23/2016,66,0.22,59.5,53,0,0
8/24/2016,69,0.11,62.5,56,0,0
8/25/2016,64,0.25,59.5,55,0,0
8/26/2016,67,0,61,55,0,0
8/27/2016,73,0,64.5,56,0,0
8/28/2016,77,0,63.5,50,0,0
8/29/2016,72,0,63,54,0,0
8/30/2016,74,0,62.5,51,0,0
8/31/2016,71,0,57.5,44,0,0
9/1/2016,70,0,58,46,0,0
9/2/2016,71,0,58.5,46,0,0
9/3/2016,66,0,57,48,0,0
9/4/2016,62,0.12,58,54,0,0
9/5/2016,57,0.28,55,53,0,0
9/6/2016,58,0.15,55,52,0,0
9/7/2016,64,0.02,57.5,51,0,0
9/8/2016,58,0.05,52.5,47,0,0
9/9/2016,65,0,54.5,44,0,0
9/10/2016,63,0,51,39,0,0
9/11/2016,61,0.36,56.5,52,0,0
9/12/2016,65,0.25,60.5,56,0,0
9/13/2016,61,0,53.5,46,0,0
9/14/2016,53,0.08,48.5,44,0,0
9/15/2016,57,0.12,51.5,46,0,0
9/16/2016,57,0.12,50.5,44,0,0
9/17/2016,57,0.03,50.5,44,0,0
9/18/2016,58,0,51,44,0,0
9/19/2016,59,0,48,37,0,0
9/20/2016,58,,53,48,0,0
9/21/2016,58,0.06,53,48,0,0
9/22/2016,52,0.66,48,44,0,0
9/23/2016,56,0.03,51.5,47,0,0
9/24/2016,55,0.01,50.5,46,0,0
9/25/2016,50,0.01,47,44,0,0
9/26/2016,51,0,44,37,0,0
9/27/2016,53,0,44,35,0,0
9/28/2016,53,0,44.5,36,0,0
9/29/2016,53,0,43.5,34,0,0
9/30/2016,54,0,43,32,0,0
10/1/2016,52,0.13,42,32,0,0
10/2/2016,50,,46,42,0,0
10/3/2016,51,,44,37,0,0
10/4/2016,54,,46,38,0,0
10/5/2016,53,0,44,35,0,0
10/6/2016,50,0,39,28,0,0
10/7/2016,49,0,38.5,28,0,0
10/8/2016,49,0,38.5,28,0,0
10/9/2016,43,,36,29,0,0
10/10/2016,48,0,41,34,0,0
10/11/2016,44,0,36.5,29,0,0
10/12/2016,48,0,38,28,0,0
10/13/2016,51,0,40,29,0,0
10/14/2016,48,0,37.5,27,0,0
10/15/2016,46,0,36,26,0,0
10/16/2016,39,0,35,31,0,0
10/17/2016,39,,34,29,,0
10/18/2016,42,0,34.5,27,0,0
10/19/2016,42,0,35.5,29,0,0
10/20/2016,43,0.16,35.5,28,0.2,0
10/21/2016,33,0.15,31,29,2.4,1
10/22/2016,41,0,34,27,0,3
10/23/2016,32,0,24.5,17,0,2
10/24/2016,34,0,24.5,15,0,2
10/25/2016,32,0,23.5,15,0,2
10/26/2016,35,0,29,23,0,2
10/27/2016,41,0,30.5,20,0,2
10/28/2016,34,,28.5,23,0,2
10/29/2016,38,0.02,35,32,0,2
10/30/2016,41,0.13,38,35,0,1
10/31/2016,40,0,35.5,31,0,0
11/1/2016,45,0,38.5,32,0,0
11/2/2016,45,0.03,36.5,28,0,0
11/3/2016,36,0,30,24,0,0
11/4/2016,34,0,28.5,23,0,0
11/5/2016,37,,30,23,,0
11/6/2016,31,0.05,28.5,26,0.8,0
11/7/2016,34,,32.5,31,,1
11/8/2016,38,0,33,28,0,1
11/9/2016,39,,34.5,30,0,0
11/10/2016,47,0.06,38,29,0,0
11/11/2016,46,0,37.5,29,0,0
11/12/2016,38,,33,28,0,0
11/13/2016,44,0,37.5,31,0,0
11/14/2016,40,0.07,34.5,29,,0
11/15/2016,35,0,32,29,0,0
11/16/2016,30,0,26,22,0,0
11/17/2016,28,,24.5,21,,0
11/18/2016,25,0,23.5,22,0,0
11/19/2016,24,0,18.5,13,0,0
11/20/2016,26,0,20,14,0,0
11/21/2016,29,0,27,25,0,0
11/22/2016,25,0,20,15,0,0
11/23/2016,23,0,16.5,10,0,0
11/24/2016,19,0,13.5,8,0,0
11/25/2016,23,0.03,18.5,14,0.4,0
11/26/2016,23,0,17.5,12,0,0
11/27/2016,27,,22.5,18,,
11/28/2016,22,0,15,8,0,
11/29/2016,11,0,6,1,0,
11/30/2016,19,0.01,10,1,0.1,
12/1/2016,24,0.46,21.5,19,7.7,8
12/2/2016,25,0.04,20,15,0.7,8
12/3/2016,16,0,13.5,11,0,8
12/4/2016,12,0,4,-4,0,7
12/5/2016,12,,2,-8,,6
12/6/2016,17,0,14.5,12,0,6
12/7/2016,21,,18.5,16,,5
12/8/2016,20,0.01,17.5,15,0.2,6
12/9/2016,22,0.02,14.5,7,0.4,6
12/10/2016,20,0,11,2,0,5
12/11/2016,16,0,8.5,1,0,5
12/12/2016,13,,7,1,,5
12/13/2016,14,,9.5,5,,5
12/14/2016,17,0,10.5,4,0,5
12/15/2016,21,0.11,13.5,6,1.6,5
12/16/2016,27,,23.5,20,,7
12/17/2016,37,0.22,28.5,20,,6
12/18/2016,28,0,23.5,19,0,6
12/19/2016,28,0.09,23,18,1.8,6
12/20/2016,21,,16.5,12,,7
12/21/2016,22,0,17,12,0,7
12/22/2016,18,0,10,2,0,7
12/23/2016,14,,9,4,,7
12/24/2016,21,0,14.5,8,0,7
12/25/2016,30,0,25.5,21,,7
12/26/2016,32,0,27,22,0,6
12/27/2016,27,0.05,22,17,1.5,6
12/28/2016,28,0.06,18.5,9,0.8,8
12/29/2016,16,0.17,10.5,5,1.6,8
12/30/2016,31,0.24,21,11,0.6,10
12/31/2016,32,0,21,10,0,10
1/1/2017,17,0,11,5,0,10
1/2/2017,15,,9.5,4,,9
1/3/2017,14,,8.5,3,,9
1/4/2017,17,,10,3,,9
1/5/2017,25,0,13,1,0,9
1/6/2017,20,0,15,10,0,9
1/7/2017,17,0,8,-1,0,9
1/8/2017,14,0,7,0,0,9
1/9/2017,17,0,9.5,2,0,9
1/10/2017,15,,9,3,,9
1/11/2017,15,,9,3,,9
1/12/2017,11,,7,3,,9
1/13/2017,21,0.21,11.5,2,4,9
1/14/2017,28,0.18,22,16,0.7,13
1/15/2017,16,0.03,10.5,5,0.6,13
1/16/2017,18,0.32,15,12,5.3,13
1/17/2017,14,0.01,3.5,-7,0.2,17
1/18/2017,-1,,-8,-15,,16
1/19/2017,0,,-7.5,-15,,16
1/20/2017,12,0.21,3.5,-5,2.2,18
1/21/2017,15,0.35,13,11,10.3,27
1/22/2017,15,,8.5,2,0.5,25
1/23/2017,22,0.04,10.5,-1,1.7,25
1/24/2017,27,0,24,21,0,22
1/25/2017,30,,27.5,25,,21
1/26/2017,43,,36,29,,19
1/27/2017,34,0.04,30,26,0.5,20
1/28/2017,33,0.32,29,25,5.7,25
1/29/2017,26,,20,14,,22
1/30/2017,38,0,25.5,13,0,22
1/31/2017,37,0,32,27,0,22
2/1/2017,31,0,24.5,18,0,21
2/2/2017,22,0,14.5,7,0,20
2/3/2017,22,0,15.5,9,0,20
2/4/2017,23,0,15,7,0,20
2/5/2017,17,0,10.5,4,0,20
2/6/2017,20,0,13.5,7,0,20
2/7/2017,19,0,11.5,4,0,20
2/8/2017,19,0.09,11.5,4,2.1,21
2/9/2017,20,0.09,17,14,2.7,24
2/10/2017,14,0.12,11,8,2.6,25
2/11/2017,12,,3.5,-5,0.2,25
2/12/2017,18,,5,-8,,24
2/13/2017,32,0.05,25.5,19,0.4,23
2/14/2017,43,,36,29,,22
2/15/2017,36,0.18,31.5,27,3,20
2/16/2017,33,0,27.5,22,0,22
2/17/2017,30,0.08,27,24,1.3,22
2/18/2017,29,0.03,27.5,26,0.8,23
2/19/2017,28,0.11,24,20,3.4,24
2/20/2017,20,0.01,13.5,7,0.9,26
2/21/2017,14,,5,-4,0.1,26
2/22/2017,22,0.15,17,12,1.3,26
2/23/2017,25,0,21.5,18,0,25
2/24/2017,30,0.06,27,24,0.3,25
2/25/2017,27,,24,21,0.1,24
2/26/2017,28,,25,22,,24
2/27/2017,25,0.02,20,15,0.4,24
2/28/2017,24,0,19,14,0,23
3/1/2017,20,0,14,8,0,22
3/2/2017,26,0,17.5,9,0,22
3/3/2017,26,0,17,8,0,22
3/4/2017,21,0,10.5,0,0,22
3/5/2017,23,0,11.5,0,0,22
3/6/2017,16,0,8.5,1,0,22
3/7/2017,21,0,6.5,-8,0,22
3/8/2017,28,0,20.5,13,0,22
3/9/2017,28,0,19,10,0,22
3/10/2017,27,0,15.5,4,0,22
3/11/2017,31,0,20,9,0,21
3/12/2017,31,0,17,3,0,21
3/13/2017,30,0,24.5,19,0,21
3/14/2017,23,0,17.5,12,0,21
3/15/2017,22,0,15.5,9,0,21
3/16/2017,25,0,19,13,0,21
3/17/2017,23,0,15.5,8,0,21
3/18/2017,22,0,12.5,3,0,21
3/19/2017,29,0,20.5,12,0,21
3/20/2017,32,0,19.5,7,0,21
3/21/2017,30,0,23,16,0,21
3/22/2017,30,0,18.5,7,0,21
3/23/2017,31,0,19.5,8,0,20
3/24/2017,29,0,22,15,0,20
3/25/2017,33,0,20.5,8,0,20
3/26/2017,35,0,25.5,16,0,20
3/27/2017,34,0,25.5,17,0,20
3/28/2017,32,0.1,29.5,27,1.3,21
3/29/2017,34,0.55,30,26,8.4,28
3/30/2017,35,,27,19,,26
3/31/2017,35,0.02,32.5,30,0.6,26
4/1/2017,43,,37.5,32,0,24
4/2/2017,40,0,36.5,33,0,23
4/3/2017,40,0.02,33,26,,22
4/4/2017,47,,40.5,34,0,21
4/5/2017,47,,40,33,0,20
4/6/2017,44,0,38.5,33,0,18
4/7/2017,47,0,37.5,28,0,16
4/8/2017,46,0,36.5,27,0,15
4/9/2017,43,0,37,31,0,13
4/10/2017,44,,36,28,0,12
4/11/2017,48,0,38,28,0,11
4/12/2017,52,0,39.5,27,0,10
4/13/2017,52,0,39.5,27,0,9
4/14/2017,52,0,40,28,0,7
4/15/2017,52,0,40.5,29,0,6
4/16/2017,43,0,36,29,0,5
4/17/2017,45,0,39.5,34,0,2
4/18/2017,49,0,38,27,0,
4/19/2017,50,0,38,26,0,
4/20/2017,52,0,41,30,0,0
4/21/2017,54,0,42,30,0,0
4/22/2017,56,0,43,30,0,0
4/23/2017,55,,47.5,40,0,0
4/24/2017,49,0.03,45,41,0,0
4/25/2017,49,,43.5,38,0,0
4/26/2017,55,,44,33,0,0
4/27/2017,52,0.22,46,40,0,0
4/28/2017,54,0.13,46.5,39,0,0
4/29/2017,53,0,42.5,32,0,0
4/30/2017,54,0,47,40,0,0
5/1/2017,47,0,42,37,0,0
5/2/2017,52,0,44,36,0,0
5/3/2017,55,,46,37,0,0
5/4/2017,55,0,47.5,40,0,0
5/5/2017,54,0,43,32,0,0
5/6/2017,56,0,46,36,0,0
5/7/2017,50,0,46,42,0,0
5/8/2017,57,,45.5,34,0,0
5/9/2017,56,0,49,42,0,0
5/10/2017,60,,50,40,0,0
5/11/2017,65,0,52.5,40,0,0
5/12/2017,57,0,48.5,40,0,0
5/13/2017,50,,43.5,37,0,0
5/14/2017,56,0.22,48.5,41,0,0
5/15/2017,66,0,51.5,37,0,0
5/16/2017,62,0,55.5,49,0,0
5/17/2017,55,,50.5,46,0,0
5/18/2017,52,0.07,48,44,0,0
5/19/2017,53,0.05,48.5,44,0,0
5/20/2017,57,,50,43,0,0
5/21/2017,49,0.24,46.5,44,0,0
5/22/2017,59,0.02,51.5,44,0,0
5/23/2017,55,0,48.5,42,0,0
5/24/2017,53,0.29,47.5,42,0,0
5/25/2017,55,0.04,49,43,0,0
5/26/2017,53,,46.5,40,0,0
5/27/2017,50,0,46,42,0,0
5/28/2017,48,,44.5,41,0,0
5/29/2017,50,0.13,46,42,0,0
5/30/2017,60,0,48,36,0,0
5/31/2017,70,0,54,38,0,0
6/1/2017,75,0,58.5,42,0,0
6/2/2017,62,0,58,54,0,0
6/3/2017,61,0.01,54.5,48,0,0
6/4/2017,59,0,53,47,0,0
6/5/2017,60,0.14,53.5,47,0,0
6/6/2017,59,0,52.5,46,0,0
6/7/2017,64,0.02,57.5,51,0,0
6/8/2017,65,0.01,58,51,0,0
6/9/2017,66,0.01,59.5,53,0,0
6/10/2017,58,0.02,55,52,0,0
6/11/2017,61,0,56,51,0,0
6/12/2017,55,0.01,51,47,0,0
6/13/2017,59,0.05,52.5,46,0,0
6/14/2017,60,,53.5,47,0,0
6/15/2017,65,0,53.5,42,0,0
6/16/2017,66,0,57,48,0,0
6/17/2017,62,,55.5,49,0,0
6/18/2017,61,,54,47,0,0
6/19/2017,65,0.02,54.5,44,0,0
6/20/2017,57,0.37,53.5,50,0,0
6/21/2017,60,,53,46,0,0
6/22/2017,58,,54.5,51,0,0
6/23/2017,56,,53,50,0,0
6/24/2017,67,0,55.5,44,0,0
6/25/2017,67,0,59.5,52,0,0
6/26/2017,59,,55.5,52,0,0
6/27/2017,60,0.03,56.5,53,0,0
6/28/2017,64,0.01,58,52,0,0
6/29/2017,58,0.13,54.5,51,0,0
6/30/2017,66,0.04,58,50,0,0
7/1/2017,65,0.02,58,51,0,0
7/2/2017,57,0.53,55,53,0,0
7/3/2017,58,0.22,54.5,51,0,0
7/4/2017,64,0,58,52,0,0
7/5/2017,67,0,61.5,56,0,0
7/6/2017,70,,61,52,0,0
7/7/2017,67,0.07,61,55,0,0
7/8/2017,61,0.54,56.5,52,0,0
7/9/2017,65,,58,51,0,0
7/10/2017,67,,56,45,0,0
7/11/2017,67,0,60,53,0,0
7/12/2017,72,0,63,54,0,0
7/13/2017,74,0.03,63,52,0,0
7/14/2017,71,0.08,66,61,0,0
7/15/2017,68,0,62,56,0,0
7/16/2017,65,0,59,53,0,0
7/17/2017,63,,59.5,56,0,0
7/18/2017,62,0.02,59.5,57,0,0
7/19/2017,59,0.37,57,55,0,0
7/20/2017,68,,61.5,55,0,0
7/21/2017,70,0,63,56,0,0
7/22/2017,73,,61.5,50,0,0
7/23/2017,76,0,66.5,57,0,0
7/24/2017,67,,62,57,0,0
7/25/2017,62,0.08,59,56,0,0
7/26/2017,63,0.17,59,55,0,0
7/27/2017,67,0,60,53,0,0
7/28/2017,61,,59,57,0,0
7/29/2017,68,,61,54,0,0
7/30/2017,72,,62.5,53,0,0
7/31/2017,68,,62.5,57,0,0
8/1/2017,66,0.01,62,58,0,0
8/2/2017,64,0.08,60.5,57,0,0
8/3/2017,62,0.03,59,56,0,0
8/4/2017,72,0,62.5,53,0,0
8/5/2017,75,0,64.5,54,0,0
8/6/2017,66,0,60.5,55,0,0
8/7/2017,68,,59,50,0,0
8/8/2017,72,0,63.5,55,0,0
8/9/2017,67,0.09,60.5,54,0,0
8/10/2017,65,0.16,59,53,0,0
8/11/2017,59,0.29,55.5,52,0,0
8/12/2017,62,0.33,58,54,0,0
8/13/2017,61,0.66,55.5,50,0,0
8/14/2017,67,0,60,53,0,0
8/15/2017,65,0.01,59.5,54,0,0
8/16/2017,56,0.83,52.5,49,0,0
8/17/2017,59,0.02,53.5,48,0,0
8/18/2017,59,0.31,54,49,0,0
8/19/2017,62,,55.5,49,0,0
8/20/2017,56,0.33,53.5,51,0,0
8/21/2017,57,0.38,53.5,50,0,0
8/22/2017,67,0,59,51,0,0
8/23/2017,62,0.07,56.5,51,0,0
8/24/2017,58,0.15,55.5,53,0,0
8/25/2017,61,0.12,55.5,50,0,0
8/26/2017,64,,57.5,51,0,0
8/27/2017,66,0,56,46,0,0
8/28/2017,62,0.01,56,50,0,0
8/29/2017,65,0.12,58,51,0,0
8/30/2017,61,,55.5,50,0,0
8/31/2017,55,0.1,52,49,0,0
9/1/2017,58,0.56,53.5,49,0,0
9/2/2017,59,,53,47,0,0
9/3/2017,53,,48.5,44,0,0
9/4/2017,66,,56.5,47,0,0
9/5/2017,56,0.53,51,46,0,0
9/6/2017,63,,58,53,0,0
9/7/2017,54,0.05,50,46,0,0
9/8/2017,63,0,53.5,44,0,0
9/9/2017,63,0,55,47,0,0
9/10/2017,59,,54.5,50,0,0
9/11/2017,59,,52,45,0,0
9/12/2017,59,,52,45,0,0
9/13/2017,61,,58,55,0,0
9/14/2017,56,0.04,53,50,0,0
9/15/2017,60,,53.5,47,0,0
9/16/2017,55,,51,47,0,0
9/17/2017,58,,52.5,47,0,0
9/18/2017,53,0.17,50,47,0,0
9/19/2017,59,0,50.5,42,0,0
9/20/2017,58,0,50,42,0,0
9/21/2017,48,0.35,45.5,43,0,0
9/22/2017,50,0.29,48,46,0,0
9/23/2017,51,0.14,49.5,48,0,0
9/24/2017,59,0.07,54,49,0,0
9/25/2017,55,0.04,49,43,0,0
9/26/2017,57,,48.5,40,0,0
9/27/2017,56,0.21,51.5,47,0,0
9/28/2017,58,,52,46,0,0
