Date,Maximum Temperature (degF),Precipitation (in),Mean Temperature (degF),Minimum Temperature (degF),Snowfall (in),Snow Depth (in)
9/29/2017,54,0.01,49.5,45,0,0
9/30/2017,54,0,45,36,0,0
10/1/2017,52,,42,32,0,0
10/2/2017,53,0.02,48,43,0,0
10/3/2017,55,0.34,50.5,46,0,0
10/4/2017,53,0.52,49,45,0,0
10/5/2017,52,0.32,48.5,45,0,0
10/6/2017,53,0.07,46.5,40,0,0
10/7/2017,51,,42.5,34,0,0
10/8/2017,47,0.06,44,41,0,0
10/9/2017,51,0,43,35,0,0
10/10/2017,53,0,48,43,0,0
10/11/2017,51,0,45,39,0,0
10/12/2017,47,0.17,42,37,0,0
10/13/2017,50,0.36,44,38,0,0
10/14/2017,43,0,37.5,32,0,0
10/15/2017,42,0,35,28,0,0
10/16/2017,40,0,32.5,25,0,0
10/17/2017,39,0,31,23,0,0
10/18/2017,40,0,33.5,27,0,0
10/19/2017,35,0,28.5,22,0,0
10/20/2017,28,0,23.5,19,0,0
10/21/2017,29,0.03,25,21,0.3,0
10/22/2017,36,0.02,28,20,0.2,
10/23/2017,38,0.01,29,20,,
10/24/2017,35,,32.5,30,,0
10/25/2017,49,0.02,40,31,,0
10/26/2017,51,,44,37,0,0
10/27/2017,50,0.07,44,38,0,0
10/28/2017,45,0,40,35,0,0
10/29/2017,40,0.47,36.5,33,0,0
10/30/2017,49,0.64,43,37,0,0
10/31/2017,40,,36.5,33,0,0
11/1/2017,34,0,32,30,0,0
11/2/2017,33,0,30.5,28,0,0
11/3/2017,35,0,32,29,0,0
11/4/2017,32,0,28.5,25,0,0
11/5/2017,33,0.3,29,25,3.4,
11/6/2017,35,0,30,25,0,3
11/7/2017,30,0,23.5,17,0,3
11/8/2017,28,0,22,16,0,3
11/9/2017,26,0.05,20.5,15,0.6,3
11/10/2017,25,0,18.5,12,0,4
11/11/2017,28,0,21,14,0,4
11/12/2017,25,0,16,7,0,3
11/13/2017,31,0,18.5,6,0,3
11/14/2017,31,0,28,25,0,3
11/15/2017,26,0,18.5,11,0,3
11/16/2017,27,0.11,22.5,18,1.5,3
11/17/2017,22,0.01,16,10,,5
11/18/2017,22,0,14,6,0,5
11/19/2017,21,0.2,19,17,1.8,5
11/20/2017,28,0,18.5,9,0,7
11/21/2017,22,0.02,14,6,0.5,7
11/22/2017,17,0,9,1,0,7
11/23/2017,21,0,13.5,6,0,7
11/24/2017,22,0,20.5,19,0,6
11/25/2017,20,0,11,2,0,6
11/26/2017,16,0,10.5,5,0,6
11/27/2017,25,0,19,13,0,6
11/28/2017,27,0,22,17,0,6
11/29/2017,30,0.02,26,22,,6
11/30/2017,26,0,21.5,17,0,6
12/1/2017,24,0,17.5,11,0,6
12/2/2017,29,0.08,25,21,0.9,6
12/3/2017,35,0.01,31.5,28,0.1,7
12/4/2017,44,0.11,37.5,31,,6
12/5/2017,42,,36.5,31,,6
12/6/2017,40,0,34,28,0,6
12/7/2017,34,,31,28,0,6
12/8/2017,35,0.01,32,29,0,6
12/9/2017,31,,28.5,26,0,6
12/10/2017,46,0.02,38.5,31,0,6
12/11/2017,46,,41.5,37,0,4
12/12/2017,45,0,38.5,32,0,2
12/13/2017,46,,40,34,0,2
12/14/2017,36,,31.5,27,,2
12/15/2017,37,,32.5,28,,2
12/16/2017,41,0,35,29,0,2
12/17/2017,31,0,25.5,20,0,2
12/18/2017,25,,21,17,,2
12/19/2017,38,0.2,28,18,1.1,2
12/20/2017,35,0,27.5,20,0,3
12/21/2017,21,0,19,17,0,3
12/22/2017,23,0,18,13,0,3
12/23/2017,22,0,18.5,15,0,3
12/24/2017,26,0,20.5,15,0,3
12/25/2017,28,0,22,16,0,3
12/26/2017,22,0,15,8,0,3
12/27/2017,16,0,11.5,7,0,3
12/28/2017,16,,11,6,,3
12/29/2017,14,0.01,9.5,5,,3
12/30/2017,22,0,17.5,13,0,3
12/31/2017,28,0,24.5,21,0,3
1/1/2018,34,0.01,26.5,19,,3
1/2/2018,44,0.02,37,30,0,3
1/3/2018,37,0.45,34.5,32,4.1,2
1/4/2018,34,,27.5,21,,7
1/5/2018,22,0,17.5,13,0,7
1/6/2018,25,0,22,19,,7
1/7/2018,23,0,17.5,12,0,7
1/8/2018,19,0.01,12.5,6,,7
1/9/2018,17,0,11,5,0,7
1/10/2018,11,0.01,9,7,0.1,7
1/11/2018,23,0,17,11,0,7
1/12/2018,30,0,26,22,0,7
1/13/2018,43,0.06,33.5,24,,7
1/14/2018,43,0,34,25,0,6
1/15/2018,31,0,26.5,22,0,6
1/16/2018,40,,34.5,29,0,6
1/17/2018,36,0,31,26,0,5
1/18/2018,31,0,26.5,22,0,5
1/19/2018,26,0,19.5,13,0,5
1/20/2018,23,0,17,11,0,5
1/21/2018,16,,13.5,11,,5
1/22/2018,21,,18,15,,5
1/23/2018,18,0.18,15,12,6.8,5
1/24/2018,12,,9.5,7,,11
1/25/2018,8,0.07,5.5,3,0.8,11
1/26/2018,20,0,11.5,3,0,11
1/27/2018,16,0,10.5,5,0,11
1/28/2018,26,0,13,0,0,11
1/29/2018,26,0,18,10,0,10
1/30/2018,21,0,13.5,6,0,10
1/31/2018,22,0,16.5,11,0,10
2/1/2018,22,0,13,4,0,10
2/2/2018,18,0,8,-2,0,9
2/3/2018,20,0,11,2,0,9
2/4/2018,17,0,7.5,-2,0,9
2/5/2018,20,0,9,-2,0,9
2/6/2018,26,0.33,22.5,19,3.7,9
2/7/2018,26,0,15.5,5,0,12
2/8/2018,19,0.01,11,3,,12
2/9/2018,17,0,9,1,0,12
2/10/2018,24,0.14,14.5,5,1.4,12
2/11/2018,37,0.04,29.5,22,0.2,13
2/12/2018,41,0.22,36.5,32,1.3,13
2/13/2018,35,0,28.5,22,0,13
2/14/2018,31,0.07,28,25,2.3,11
2/15/2018,30,0.01,26.5,23,,13
2/16/2018,24,,16.5,9,,13
2/17/2018,21,,15,9,,13
2/18/2018,27,0.02,19,11,0.1,13
2/19/2018,27,0.01,25.5,24,,13
2/20/2018,26,,24,22,,13
2/21/2018,26,0,23,20,0,13
2/22/2018,30,0.56,26,22,6.2,13
2/23/2018,28,0,19.5,11,0,17
2/24/2018,26,0.2,20,14,2.5,18
2/25/2018,27,0.05,16.5,6,0.3,19
2/26/2018,30,0.57,25,20,4,19
2/27/2018,25,0.06,17.5,10,3.3,24
2/28/2018,22,0,13,4,0,22
3/1/2018,21,0,14,7,0,21
3/2/2018,24,0.04,17,10,0.4,21
3/3/2018,26,0.1,20.5,15,1.3,20
3/4/2018,25,0,20,15,0,22
3/5/2018,25,0,17.5,10,0,22
3/6/2018,24,0.07,16,8,1.8,22
3/7/2018,28,,23,18,,23
3/8/2018,28,0.09,25,22,0.8,23
3/9/2018,38,0,32.5,27,0,22
3/10/2018,35,0,29,23,0,21
3/11/2018,28,0.09,23.5,19,3.3,21
3/12/2018,37,,27.5,18,,24
3/13/2018,38,0.12,32.5,27,2,23
3/14/2018,38,0.01,30.5,23,,22
3/15/2018,35,0.06,28.5,22,0.8,18
3/16/2018,42,0.01,36.5,31,,19
3/17/2018,40,,35.5,31,,18
3/18/2018,41,0.01,37.5,34,,17
3/19/2018,41,0.2,33.5,26,,17
3/20/2018,39,0,32,25,0,15
3/21/2018,34,0,28.5,23,0,15
3/22/2018,35,0,27.5,20,0,15
3/23/2018,36,0,27.5,19,0,15
3/24/2018,39,0,27,15,0,15
3/25/2018,37,0,25.5,14,0,14
3/26/2018,37,0,29,21,0,14
3/27/2018,36,,28.5,21,,14
3/28/2018,39,0.02,35,31,0.4,14
3/29/2018,38,,33.5,29,,14
3/30/2018,37,0,32.5,28,0,14
3/31/2018,37,0,30.5,24,0,13
4/1/2018,45,0,34,23,0,13
4/2/2018,41,0,35,29,0,13
4/3/2018,34,0,29.5,25,0,13
4/4/2018,30,0.03,25,20,,13
4/5/2018,42,0,32.5,23,0,13
4/6/2018,40,0,30.5,21,0,12
4/7/2018,47,0,36.5,26,0,11
4/8/2018,51,0,39.5,28,0,11
4/9/2018,49,0,42.5,36,0,9
4/10/2018,50,0,42,34,0,8
4/11/2018,49,0,42,35,0,8
4/12/2018,53,0,42,31,0,7
4/13/2018,52,0,44,36,0,4
4/14/2018,53,0,42.5,32,0,1
4/15/2018,50,0,39.5,29,0,0
4/16/2018,49,0,39.5,30,0,0
4/17/2018,47,0,38.5,30,0,0
4/18/2018,45,0,39.5,34,0,0
4/19/2018,53,0,42.5,32,0,0
4/20/2018,49,0.05,44,39,0,0
4/21/2018,47,0,41,35,0,0
4/22/2018,49,0,40,31,0,0
4/23/2018,51,0,44,37,0,0
4/24/2018,50,0.05,42.5,35,,0
4/25/2018,51,,45,39,0,0
4/26/2018,48,0.15,41.5,35,0,0
4/27/2018,47,0.04,40.5,34,,0
4/28/2018,45,,41,37,0,0
4/29/2018,46,,44,42,0,0
4/30/2018,52,,47.5,43,0,0
5/1/2018,50,0.02,44.5,39,0,0
5/2/2018,47,0,41.5,36,0,0
5/3/2018,46,,42,38,0,0
5/4/2018,47,0,43,39,0,0
5/5/2018,51,0.03,45.5,40,0,0
5/6/2018,51,0.04,44,37,0,0
5/7/2018,51,,42.5,34,0,0
5/8/2018,58,0.01,47,36,0,0
5/9/2018,56,,49,42,0,0
5/10/2018,58,,52,46,0,0
5/11/2018,54,0.02,49,44,0,0
5/12/2018,53,0,47,41,0,0
5/13/2018,59,,45.5,32,0,0
5/14/2018,55,0.01,49,43,0,0
5/15/2018,53,0.02,46,39,0,0
5/16/2018,51,,45.5,40,0,0
5/17/2018,54,0.03,47.5,41,0,0
5/18/2018,55,0.11,49.5,44,0,0
5/19/2018,54,0,50,46,0,0
5/20/2018,54,,49,44,0,0
5/21/2018,56,0,49.5,43,0,0
5/22/2018,61,,53,45,0,0
5/23/2018,57,0,52,47,0,0
5/24/2018,56,0,49,42,0,0
5/25/2018,58,0,50.5,43,0,0
5/26/2018,59,0.02,52.5,46,0,0
5/27/2018,64,,54,44,0,0
5/28/2018,61,,54.5,48,0,0
5/29/2018,60,0,54,48,0,0
5/30/2018,57,0,52,47,0,0
5/31/2018,61,0.02,53,45,0,0
6/1/2018,67,0,55.5,44,0,0
6/2/2018,72,0,59,46,0,0
6/3/2018,61,0,54.5,48,0,0
6/4/2018,57,,50,43,0,0
6/5/2018,64,0.01,52.5,41,0,0
6/6/2018,58,0.14,52,46,0,0
6/7/2018,63,0,53,43,0,0
6/8/2018,66,,56,46,0,0
6/9/2018,66,0,58,50,0,0
6/10/2018,69,0.01,58,47,0,0
6/11/2018,62,0.35,55.5,49,0,0
6/12/2018,61,0,54.5,48,0,0
6/13/2018,65,0,54,43,0,0
6/14/2018,71,0,60,49,0,0
6/15/2018,61,0.32,55.5,50,0,0
6/16/2018,61,,55.5,50,0,0
6/17/2018,63,0.11,58.5,54,0,0
6/18/2018,63,0.12,57,51,0,0
6/19/2018,63,,58.5,54,0,0
6/20/2018,72,0.02,62,52,0,0
6/21/2018,65,,61,57,0,0
6/22/2018,58,,54.5,51,0,0
6/23/2018,61,,55.5,50,0,0
6/24/2018,59,0.01,54.5,50,0,0
6/25/2018,64,0.02,57.5,51,0,0
6/26/2018,67,0,58.5,50,0,0
6/27/2018,62,,58,54,0,0
6/28/2018,68,0,60.5,53,0,0
6/29/2018,65,,59.5,54,0,0
6/30/2018,63,,57,51,0,0
7/1/2018,71,0,59,47,0,0
7/2/2018,76,0,64,52,0,0
7/3/2018,80,0,67,54,0,0
7/4/2018,72,0,63.5,55,0,0
7/5/2018,75,0,65,55,0,0
7/6/2018,80,0,68.5,57,0,0
7/7/2018,76,0,69,62,0,0
7/8/2018,64,,61,58,0,0
7/9/2018,64,,59,54,0,0
7/10/2018,60,0.17,56,52,0,0
7/11/2018,60,0.33,56,52,0,0
7/12/2018,66,0,58,50,0,0
7/13/2018,66,0.02,59,52,0,0
7/14/2018,64,0.03,57.5,51,0,0
7/15/2018,66,0.01,58,50,0,0
7/16/2018,69,0.05,60,51,0,0
7/17/2018,69,0.02,60.5,52,0,0
7/18/2018,70,0,59,48,0,0
7/19/2018,68,0,59,50,0,0
7/20/2018,65,0,57,49,0,0
7/21/2018,74,0,62.5,51,0,0
7/22/2018,69,0,62,55,0,0
7/23/2018,69,0.01,63,57,0,0
7/24/2018,67,0.32,62,57,0,0
7/25/2018,64,0.41,60,56,0,0
7/26/2018,67,0.14,62.5,58,0,0
7/27/2018,66,,61.5,57,0,0
7/28/2018,66,0.01,60.5,55,0,0
7/29/2018,74,0,64,54,0,0
7/30/2018,71,0,63.5,56,0,0
7/31/2018,75,0,65.5,56,0,0
8/1/2018,67,0.13,61.5,56,0,0
8/2/2018,62,0.25,59,56,0,0
8/3/2018,75,0.09,64.5,54,0,0
8/4/2018,74,,65.5,57,0,0
8/5/2018,66,,64,62,0,0
8/6/2018,69,,64.5,60,0,0
8/7/2018,66,0.68,60.5,55,0,0
8/8/2018,64,,58,52,0,0
8/9/2018,66,,59.5,53,0,0
8/10/2018,68,,59,50,0,0
8/11/2018,64,0.34,59,54,0,0
8/12/2018,71,0.06,63,55,0,0
8/13/2018,61,0.16,58.5,56,0,0
8/14/2018,59,0.01,56.5,54,0,0
8/15/2018,60,0.04,56.5,53,0,0
8/16/2018,63,0.07,57,51,0,0
8/17/2018,61,0.03,56,51,0,0
8/18/2018,61,,53,45,0,0
8/19/2018,58,0.22,53,48,0,0
8/20/2018,60,0.33,57.5,55,0,0
8/21/2018,58,0.72,56.5,55,0,0
8/22/2018,66,0.03,59.5,53,0,0
8/23/2018,57,0.17,55,53,0,0
8/24/2018,61,0.09,57,53,0,0
8/25/2018,61,,54.5,48,0,0
8/26/2018,60,0.25,56.5,53,0,0
8/27/2018,61,0,55.5,50,0,0
8/28/2018,66,0,57,48,0,0
8/29/2018,64,0,54,44,0,0
8/30/2018,66,,60,54,0,0
8/31/2018,64,0,56.5,49,0,0
9/1/2018,63,0,55.5,48,0,0
9/2/2018,68,0,56,44,0,0
9/3/2018,68,0,55.5,43,0,0
9/4/2018,65,0,55,45,0,0
9/5/2018,65,0,55,45,0,0
9/6/2018,65,,58.5,52,0,0
9/7/2018,69,0,59,49,0,0
9/8/2018,70,0,58.5,47,0,0
9/9/2018,63,0,52,41,0,0
9/10/2018,67,0,55,43,0,0
9/11/2018,67,0,55.5,44,0,0
9/12/2018,68,0,56.5,45,0,0
9/13/2018,70,0,57,44,0,0
9/14/2018,70,0,57.5,45,0,0
9/15/2018,64,0,57,50,0,0
9/16/2018,62,,57,52,0,0
9/17/2018,63,0,57,51,0,0
9/18/2018,60,0,54.5,49,0,0
9/19/2018,61,0,56,51,0,0
9/20/2018,61,,54.5,48,0,0
9/21/2018,59,0.27,53,47,0,0
9/22/2018,61,0.22,56,51,0,0
9/23/2018,61,0.01,56,51,0,0
9/24/2018,64,0.08,57,50,0,0
9/25/2018,60,0,52,44,0,0
9/26/2018,55,0,47.5,40,0,0
9/27/2018,53,0.03,49.5,46,0,0
9/28/2018,62,0.26,54.5,47,0,0
9/29/2018,64,0,54.5,45,0,0
9/30/2018,55,0,48,41,0,0
10/1/2018,56,0,47,38,0,0
10/2/2018,54,0,49,44,0,0
10/3/2018,55,0.01,50.5,46,0,0
10/4/2018,51,0.06,48.5,46,0,0
10/5/2018,57,0.11,52.5,48,0,0
10/6/2018,53,0,47.5,42,0,0
10/7/2018,51,0.17,46,41,0,0
10/8/2018,51,0,47.5,44,0,0
10/9/2018,49,0.02,45.5,42,0,0
10/10/2018,60,0.19,51.5,43,,0
10/11/2018,55,,51,47,0,0
10/12/2018,56,0.43,50,44,0,0
10/13/2018,49,0.45,44.5,40,0,0
10/14/2018,49,0,44.5,40,0,0
10/15/2018,47,0.3,43,39,0,0
10/16/2018,56,0.52,51,46,0,0
10/17/2018,56,,52,48,0,0
10/18/2018,51,0.01,48,45,0,0
10/19/2018,49,0.09,46.5,44,0,0
10/20/2018,53,,48.5,44,0,0
10/21/2018,52,,45.5,39,0,0
10/22/2018,48,,42,36,0,0
10/23/2018,55,0.39,47,39,0,0
10/24/2018,53,0.01,47.5,42,0,0
10/25/2018,50,,43.5,37,0,0
10/26/2018,52,0,43,34,0,0
10/27/2018,46,0.01,40,34,0,0
10/28/2018,39,0.03,35.5,32,,0
10/29/2018,32,0.01,28.5,25,0.4,0
10/30/2018,34,0,27,20,0,
10/31/2018,31,0,25.5,20,0,
11/1/2018,32,0,24.5,17,0,
11/2/2018,32,0,24,16,0,
11/3/2018,33,0,26.5,20,0,
11/4/2018,35,0,25,15,0,
11/5/2018,32,0,23.5,15,0,
11/6/2018,28,0,21,14,0,
11/7/2018,37,0,31.5,26,0,
11/8/2018,39,0,35,31,0,
11/9/2018,40,0,32.5,25,0,
11/10/2018,33,0.04,29.5,26,0.6,0
11/11/2018,36,0.89,33,30,1.3,1
11/12/2018,40,0.08,38,36,0,2
11/13/2018,45,0.01,38,31,0,2
11/14/2018,34,0,29.5,25,0,1
11/15/2018,29,0,25,21,0,1
11/16/2018,33,,30,27,,1
11/17/2018,37,0.01,35,33,0,1
11/18/2018,38,0.04,37,36,0,1
11/19/2018,40,0.01,35.5,31,0,
11/20/2018,34,0,31,28,0,
11/21/2018,31,0,29,27,0,
11/22/2018,29,0,24,19,0,
11/23/2018,24,0,21,18,0,
11/24/2018,34,,28.5,23,,
11/25/2018,39,0.05,34,29,0.4,
11/26/2018,40,0.17,37,34,0,
11/27/2018,37,0,34.5,32,0,
11/28/2018,39,0.15,35,31,2.4,
11/29/2018,32,0.01,29,26,0.1,2
11/30/2018,29,0,27,25,0,2
12/1/2018,45,0.01,36,27,,2
12/2/2018,45,0.25,37.5,30,,1
12/3/2018,39,0.12,32.5,26,0,
12/4/2018,29,,26,23,,
12/5/2018,36,0,31,26,0,
12/6/2018,34,0.15,31.5,29,1.1,
12/7/2018,35,0,33.5,32,0,1
12/8/2018,37,0.21,34,31,0.7,1
12/9/2018,32,0,28,24,0,2
12/10/2018,29,,26.5,24,,2
12/11/2018,34,0.05,30,26,1.8,2
12/12/2018,29,0.13,25,21,3.8,3
12/13/2018,24,0.08,18.5,13,2.4,9
12/14/2018,18,0.49,15.5,13,7.8,8
12/15/2018,24,0.01,20,16,0.1,14
12/16/2018,26,0.19,22,18,3.1,11
12/17/2018,29,0.09,27.5,26,0.8,13
12/18/2018,26,0.1,22.5,19,1.8,12
12/19/2018,21,0.02,17,13,0.4,13
12/20/2018,23,0.01,19.5,16,0.1,13
12/21/2018,22,0.03,17.5,13,0.6,11
12/22/2018,25,0,22,19,0,11
12/23/2018,25,0,17.5,10,0,11
12/24/2018,20,0,15,10,0,11
12/25/2018,27,0,18.5,10,0,10
12/26/2018,30,,27.5,25,,10
12/27/2018,29,0.15,25.5,22,3.1,10
12/28/2018,29,,23,17,,13
12/29/2018,29,0.2,26,23,3,15
12/30/2018,39,0.12,29.5,20,1.9,15
12/31/2018,44,0.02,36.5,29,0.1,13
1/1/2019,42,0.03,36.5,31,0.2,13
1/2/2019,41,0.02,34.5,28,,11
1/3/2019,29,,20.5,12,0.3,11
1/4/2019,15,,10.5,6,,11
1/5/2019,12,,7,2,,11
1/6/2019,11,,2,-7,0.2,11
1/7/2019,8,,0.5,-7,,11
1/8/2019,13,0,8.5,4,0,11
1/9/2019,17,0,11.5,6,0,11
1/10/2019,17,,8.5,0,,11
1/11/2019,6,0,1,-4,0.1,11
1/12/2019,20,,9.5,-1,,11
1/13/2019,30,0,22,14,,11
1/14/2019,31,0,25.5,20,0,11
1/15/2019,25,0,21,17,0,11
1/16/2019,31,,25,19,,11
1/17/2019,28,0,20,12,0,11
1/18/2019,20,0,13.5,7,,11
1/19/2019,15,,9,3,,11
1/20/2019,12,,6.5,1,,11
1/21/2019,21,0.01,15,9,,11
1/22/2019,31,0,24,17,0,11
1/23/2019,41,0,35,29,0,11
1/24/2019,39,0,35,31,0,11
1/25/2019,44,0.09,39,34,0,11
1/26/2019,39,0,34.5,30,0,10
1/27/2019,40,0,33,26,0,10
1/28/2019,34,0.23,32,30,3.3,10
1/29/2019,35,0.37,34,33,1.4,14
1/30/2019,36,0.01,32,28,,14
1/31/2019,31,0,22.5,14,0,14
2/1/2019,21,0,15.5,10,0,14
2/2/2019,18,,14.5,11,0.1,14
2/3/2019,22,0.15,19,16,1.3,14
2/4/2019,25,0.01,23.5,22,,15
2/5/2019,28,0.12,25.5,23,2.9,17
2/6/2019,29,,26.5,24,,17
2/7/2019,30,0,26.5,23,0,17
2/8/2019,32,0,25.5,19,0,16
2/9/2019,31,0,27.5,24,0,15
2/10/2019,30,0,24.5,19,0,15
2/11/2019,34,0.06,23.5,13,0.4,15
2/12/2019,37,,28.5,20,,15
2/13/2019,25,0,21,17,0,15
2/14/2019,22,0,13.5,5,0,15
2/15/2019,17,0,8.5,0,0,15
2/16/2019,23,0.17,14,5,2.8,15
2/17/2019,38,0.16,30.5,23,1.1,19
2/18/2019,38,0.13,34,30,1.4,18
2/19/2019,31,0.07,24.5,18,0.9,20
2/20/2019,23,0.04,16.5,10,1.4,20
2/21/2019,29,0.01,22.5,16,0.3,21
2/22/2019,27,0,16,5,0,20
2/23/2019,27,0,18,9,0,19
2/24/2019,25,0,15.5,6,0,19
2/25/2019,26,0,15,4,0,19
2/26/2019,27,0,17,7,0,19
2/27/2019,28,0,17,6,0,19
2/28/2019,28,0,18,8,0,19
3/1/2019,32,0,20,8,0,19
3/2/2019,34,0,22.5,11,0,19
3/3/2019,32,,29,26,,18
3/4/2019,32,0,24.5,17,0,18
3/5/2019,31,0,24,17,0,18
3/6/2019,35,0,30.5,26,0,18
3/7/2019,36,0,31.5,27,0,18
3/8/2019,38,0,34,30,0,18
3/9/2019,42,0.01,38,34,,18
3/10/2019,43,0.01,38,33,,18
3/11/2019,41,,37.5,34,0,18
3/12/2019,37,0,34,31,0,16
3/13/2019,40,,34.5,29,,16
3/14/2019,42,,35.5,29,,16
3/15/2019,40,,34.5,29,,15
3/16/2019,46,0,39.5,33,0,15
3/17/2019,45,0,40,35,0,15
3/18/2019,47,0,41,35,0,15
3/19/2019,40,0.02,36.5,33,,14
3/20/2019,42,,37.5,33,,14
3/21/2019,44,,39,34,,13
3/22/2019,49,,43,37,0,13
3/23/2019,48,,41,34,0,12
3/24/2019,48,0,42.5,37,0,11
3/25/2019,48,0,40,32,0,8
3/26/2019,47,0,39,31,0,6
3/27/2019,50,0,42,34,0,6
3/28/2019,46,,38.5,31,0,6
3/29/2019,49,0,40.5,32,0,2
3/30/2019,50,0,39.5,29,0,1
3/31/2019,51,0,40,29,0,
4/1/2019,49,0,39,29,0,
4/2/2019,46,0,37,28,0,0
4/3/2019,48,0,37.5,27,0,0
4/4/2019,42,0,37,32,0,0
4/5/2019,47,0,37.5,28,0,0
4/6/2019,45,0.01,38,31,0.2,0
4/7/2019,51,0,41,31,0,0
4/8/2019,54,,45.5,37,0,0
4/9/2019,50,0.01,41.5,33,0,0
4/10/2019,52,0,41.5,31,0,0
4/11/2019,49,0,42,35,0,0
4/12/2019,48,0.05,43,38,0,0
4/13/2019,51,0,40.5,30,0,0
4/14/2019,51,0,40.5,30,0,0
4/15/2019,51,0,41.5,32,0,0
4/16/2019,48,0.05,43,38,0,0
4/17/2019,41,0.09,37.5,34,0.5,0
4/18/2019,41,0.16,37,33,1,0
4/19/2019,44,0.15,37.5,31,2.5,1
4/20/2019,41,0.02,36,31,0.5,0
4/21/2019,44,0.03,39,34,0,0
4/22/2019,37,0.27,33.5,30,3.5,0
4/23/2019,42,0.01,34.5,27,0.9,3
4/24/2019,45,,36.5,28,,1
4/25/2019,50,0,41.5,33,0,0
4/26/2019,51,0,41,31,0,0
4/27/2019,56,0,43,30,0,0
4/28/2019,53,0,41.5,30,0,0
4/29/2019,52,0.21,46.5,41,0,0
4/30/2019,60,0.05,50.5,41,0,0
5/1/2019,60,0,48.5,37,0,0
5/2/2019,53,0.07,48.5,44,0,0
5/3/2019,52,0,46.5,41,0,0
5/4/2019,54,,46,38,0,0
5/5/2019,50,0.01,42.5,35,0,0
5/6/2019,55,0.15,48.5,42,0,0
5/7/2019,58,,51,44,0,0
5/8/2019,53,0.56,48,43,0,0
5/9/2019,57,0.03,47.5,38,0,0
5/10/2019,54,,48,42,0,0
5/11/2019,53,0.24,46,39,0,0
5/12/2019,53,0,46.5,40,0,0
5/13/2019,54,,45,36,0,0
5/14/2019,64,0,53,42,0,0
5/15/2019,59,0,50,41,0,0
5/16/2019,58,0.1,50.5,43,0,0
5/17/2019,58,0,49,40,0,0
5/18/2019,58,0,48.5,39,0,0
5/19/2019,58,0,51.5,45,0,0
5/20/2019,57,0.01,51,45,0,0
5/21/2019,60,0,51.5,43,0,0
5/22/2019,62,0,50.5,39,0,0
5/23/2019,60,0,54,48,0,0
5/24/2019,62,,54.5,47,0,0
5/25/2019,59,0.18,51.5,44,0,0
5/26/2019,53,0.76,51,49,0,0
5/27/2019,63,,56.5,50,0,0
5/28/2019,66,,56.5,47,0,0
5/29/2019,61,,56.5,52,0,0
5/30/2019,54,0.06,51,48,0,0
5/31/2019,64,0.01,56,48,0,0
6/1/2019,58,0.01,53.5,49,0,0
6/2/2019,60,0,54,48,0,0
6/3/2019,66,0,56.5,47,0,0
6/4/2019,64,0,57.5,51,0,0
6/5/2019,67,0,57.5,48,0,0
6/6/2019,70,,59.5,49,0,0
6/7/2019,74,0,62,50,0,0
6/8/2019,64,0,59,54,0,0
6/9/2019,62,0,55.5,49,0,0
6/10/2019,73,0,60,47,0,0
6/11/2019,72,0,60,48,0,0
6/12/2019,69,,62,55,0,0
6/13/2019,67,0,60,53,0,0
6/14/2019,68,,60.5,53,0,0
6/15/2019,62,0.02,58,54,0,0
6/16/2019,65,0.02,58,51,0,0
6/17/2019,69,,59.5,50,0,0
6/18/2019,62,0.01,57,52,0,0
6/19/2019,68,0,59.5,51,0,0
6/20/2019,70,,59.5,49,0,0
6/21/2019,69,0,60,51,0,0
6/22/2019,68,,59,50,0,0
6/23/2019,78,0,65.5,53,0,0
6/24/2019,75,,66.5,58,0,0
6/25/2019,67,0,60.5,54,0,0
6/26/2019,74,0,63,52,0,0
6/27/2019,79,,67,55,0,0
6/28/2019,81,0,69,57,0,0
6/29/2019,82,0,71,60,0,0
6/30/2019,71,0,63.5,56,0,0
7/1/2019,76,0,65,54,0,0
7/2/2019,78,0,67.5,57,0,0
7/3/2019,80,0,69,58,0,0
7/4/2019,90,0,74.5,59,0,0
7/5/2019,81,0,71,61,0,0
7/6/2019,81,0,70,59,0,0
7/7/2019,85,0,73,61,0,0
7/8/2019,85,0,73,61,0,0
7/9/2019,76,0,69,62,0,0
7/10/2019,62,0,60,58,0,0
7/11/2019,62,0.01,60,58,0,0
7/12/2019,68,0,64,60,0,0
7/13/2019,72,0,65.5,59,0,0
7/14/2019,65,0.05,61.5,58,0,0
7/15/2019,70,0.01,63.5,57,0,0
7/16/2019,73,0,65,57,0,0
7/17/2019,75,0,65,55,0,0
7/18/2019,77,0,65.5,54,0,0
7/19/2019,76,0,67.5,59,0,0
7/20/2019,68,0,63.5,59,0,0
7/21/2019,77,0,67,57,0,0
7/22/2019,76,0,67,58,0,0
7/23/2019,74,0.12,65,56,0,0
7/24/2019,65,0.23,62,59,0,0
7/25/2019,67,0.03,61.5,56,0,0
7/26/2019,63,0.02,60,57,0,0
7/27/2019,66,0.28,61,56,0,0
7/28/2019,68,0.05,62,56,0,0
7/29/2019,70,,60.5,51,0,0
7/30/2019,74,0,63.5,53,0,0
7/31/2019,67,0,60.5,54,0,0
8/1/2019,65,0,61,57,0,0
8/2/2019,74,0,66,58,0,0
8/3/2019,69,0,63,57,0,0
8/4/2019,71,0,65,59,0,0
8/5/2019,72,,65.5,59,0,0
8/6/2019,75,,67,59,0,0
